"Vital Statistics
Frequency of Baby Names
From:  Jan 1, 1980  To:  Dec 31, 2021",,,,
Ranking by Gender & Year,First Name,Frequency,Gender,Year
1201,Herta,1,Girl,1981
1201,Hester,1,Girl,1981
1201,Heyam,1,Girl,1981
1201,Hiedi,1,Girl,1981
1201,Hijab,1,Girl,1981
1201,Hiley,1,Girl,1981
1201,Hillary,1,Girl,1981
1201,Hiwot,1,Girl,1981
1201,Hoang-Ha-Huy,1,Girl,1981
1201,Hollen,1,Girl,1981
1201,Holli,1,Girl,1981
1201,Honi,1,Girl,1981
1201,Honya,1,Girl,1981
1201,Hope-Ann,1,Girl,1981
1201,Howida,1,Girl,1981
1201,Huda,1,Girl,1981
1201,Hue,1,Girl,1981
1201,Huma,1,Girl,1981
1201,Huong,1,Girl,1981
1201,Husna,1,Girl,1981
1201,Hyam,1,Girl,1981
1201,Hyeon-Joo,1,Girl,1981
1201,Ieasha,1,Girl,1981
1201,Ila,1,Girl,1981
1201,Ilene,1,Girl,1981
1201,Iman,1,Girl,1981
1201,Inca'S-Princess,1,Girl,1981
1201,Ines,1,Girl,1981
1201,Inge,1,Girl,1981
1201,Inza,1,Girl,1981
1201,Iola,1,Girl,1981
1201,Iona,1,Girl,1981
1201,Ipisowaahs,1,Girl,1981
1201,Iram,1,Girl,1981
1201,Ireen,1,Girl,1981
1201,Ireene,1,Girl,1981
1201,Irene-Lisa,1,Girl,1981
1201,Irina,1,Girl,1981
1201,Iris,1,Girl,1981
1201,Isaaf,1,Girl,1981
1201,Isabel,1,Girl,1981
1201,Isabelle,1,Girl,1981
1201,Isla,1,Girl,1981
1201,Isobel,1,Girl,1981
1201,Ivy,1,Girl,1981
1201,Jaala,1,Girl,1981
1201,Jacenda,1,Girl,1981
1201,Jacey,1,Girl,1981
1201,Jacinda,1,Girl,1981
1201,Jacinta,1,Girl,1981
1201,Jacinthe,1,Girl,1981
1201,Jackie-Anne,1,Girl,1981
1201,Jackie-Lynne,1,Girl,1981
1201,Jackileen,1,Girl,1981
1201,Jackilyn,1,Girl,1981
1201,Jacklyn,1,Girl,1981
1201,Jacklynn,1,Girl,1981
1201,Jacquelynn,1,Girl,1981
1201,Jacquelynne,1,Girl,1981
1201,Jacquline,1,Girl,1981
1201,Jacqulyne,1,Girl,1981
1201,Jacqulynn,1,Girl,1981
1201,Jada,1,Girl,1981
1201,Jadianne,1,Girl,1981
1201,Jadie,1,Girl,1981
1201,Jadine,1,Girl,1981
1201,Jaela,1,Girl,1981
1201,Jaenelle,1,Girl,1981
1201,Jagmit,1,Girl,1981
1201,Jaidene,1,Girl,1981
1201,Jaimy,1,Girl,1981
1201,Jalee,1,Girl,1981
1201,Jamelle,1,Girl,1981
1201,Jamie-Leigh,1,Girl,1981
1201,Jamie-Lyn,1,Girl,1981
1201,Jamie-Renee,1,Girl,1981
1201,Jammie,1,Girl,1981
1201,Janae,1,Girl,1981
1201,Janafrose,1,Girl,1981
1201,Janaia,1,Girl,1981
1201,Janais,1,Girl,1981
1201,Janalee,1,Girl,1981
1201,Janeene,1,Girl,1981
1201,Janeil,1,Girl,1981
1201,Janeille,1,Girl,1981
1201,Janey,1,Girl,1981
1201,Janielle,1,Girl,1981
1201,Janina,1,Girl,1981
1201,Jannine,1,Girl,1981
1201,Janpreet,1,Girl,1981
1201,Jas,1,Girl,1981
1201,Jatinder,1,Girl,1981
1201,Jaycee,1,Girl,1981
1201,Jayde,1,Girl,1981
1201,Jayme-Dawn,1,Girl,1981
1201,Jaymelyn,1,Girl,1981
1201,Jayn,1,Girl,1981
1201,Jaynee,1,Girl,1981
1201,Jeanaine,1,Girl,1981
1201,Jeanne,1,Girl,1981
1201,Jeannie,1,Girl,1981
1201,Jean-Yin,1,Girl,1981
1201,Jehan,1,Girl,1981
1201,Jelena,1,Girl,1981
1201,Jemima,1,Girl,1981
1201,Jemma,1,Girl,1981
1201,Jena,1,Girl,1981
1201,Jenafor,1,Girl,1981
1201,Jenai,1,Girl,1981
1201,Jenalee,1,Girl,1981
1201,Jenean,1,Girl,1981
1201,Jeneen,1,Girl,1981
1201,Jenene,1,Girl,1981
1201,Jenesia,1,Girl,1981
1201,Jenevieve,1,Girl,1981
1201,Jeni,1,Girl,1981
1201,Jenianne,1,Girl,1981
1201,Jeniece,1,Girl,1981
1201,Jenienne,1,Girl,1981
1201,Jenifer-Rose,1,Girl,1981
1201,Jenika,1,Girl,1981
1201,Jenina,1,Girl,1981
1201,Jeniva,1,Girl,1981
1201,Jenivere,1,Girl,1981
1201,Jennell,1,Girl,1981
1201,Jenniemay,1,Girl,1981
1201,Jennifer-Anne,1,Girl,1981
1201,Jennifer-Lyne,1,Girl,1981
1201,Jennifer-Lynn,1,Girl,1981
1201,Jenny-Lee,1,Girl,1981
1201,Jenny-Rae,1,Girl,1981
1201,Jenyse,1,Girl,1981
1201,Jeran,1,Girl,1981
1201,Jeremi,1,Girl,1981
1201,Jeri,1,Girl,1981
1201,Jerilaine,1,Girl,1981
1201,Jerita,1,Girl,1981
1201,Jeronima,1,Girl,1981
1201,Jerri-Lyn,1,Girl,1981
1201,Jerri-Lynn,1,Girl,1981
1201,Jerry,1,Girl,1981
1201,Jesica,1,Girl,1981
1201,Jesika,1,Girl,1981
1201,Jeslyn,1,Girl,1981
1201,Jessa,1,Girl,1981
1201,Jessalyn,1,Girl,1981
1201,Jessca,1,Girl,1981
1201,Jessee,1,Girl,1981
1201,Jessica-Diana,1,Girl,1981
1201,Jessica-Lynn,1,Girl,1981
1201,Jessica-Mariette,1,Girl,1981
1201,Jessica-Morgan,1,Girl,1981
1201,Jessicia,1,Girl,1981
1201,Jessi-Lee,1,Girl,1981
1201,Jessilyn,1,Girl,1981
1201,Jesslyn,1,Girl,1981
1201,Jeunesse,1,Girl,1981
1201,Jewel,1,Girl,1981
1201,Jheri,1,Girl,1981
1201,Jigna,1,Girl,1981
1201,Jileen,1,Girl,1981
1201,Jilian,1,Girl,1981
1201,Jillaine,1,Girl,1981
1201,Jillane,1,Girl,1981
1201,Jillayne,1,Girl,1981
1201,Jillienn,1,Girl,1981
1201,Jilysa,1,Girl,1981
1201,Jinaya,1,Girl,1981
1201,Jinelle,1,Girl,1981
1201,Jinette,1,Girl,1981
1201,Jo-An,1,Girl,1981
1201,Joani,1,Girl,1981
1201,Joanie-Lea,1,Girl,1981
1201,Joann,1,Girl,1981
1201,Jocelyne,1,Girl,1981
1201,Jodana,1,Girl,1981
1201,Jodie-Lynn,1,Girl,1981
1201,Jodi-Lea,1,Girl,1981
1201,Jodi-Lee,1,Girl,1981
1201,Joelette,1,Girl,1981
1201,Joella,1,Girl,1981
1201,Jo-Elle,1,Girl,1981
1201,Joie,1,Girl,1981
1201,Jolaina,1,Girl,1981
1201,Jolanie,1,Girl,1981
1201,Jolayne,1,Girl,1981
1201,Joleene,1,Girl,1981
1201,Jolenne,1,Girl,1981
1201,Joleyne,1,Girl,1981
1201,Jolin,1,Girl,1981
1201,Jolinda,1,Girl,1981
1201,Jomanna,1,Girl,1981
1201,Jonelle,1,Girl,1981
1201,Jonica,1,Girl,1981
1201,Jonquil,1,Girl,1981
1201,Jordanne,1,Girl,1981
1201,Jordena,1,Girl,1981
1201,Jori,1,Girl,1981
1201,Jorja,1,Girl,1981
1201,Jory,1,Girl,1981
1201,Jose,1,Girl,1981
1201,Joselina,1,Girl,1981
1201,Joslyne,1,Girl,1981
1201,Joumana,1,Girl,1981
1201,Jovena,1,Girl,1981
1201,Jovita,1,Girl,1981
1201,Joyeta,1,Girl,1981
1201,Joylene,1,Girl,1981
1201,Joylie,1,Girl,1981
1201,Juanita,1,Girl,1981
1201,Judyanna,1,Girl,1981
1201,Julaine,1,Girl,1981
1201,Julianna,1,Girl,1981
1201,Juli-Anne,1,Girl,1981
1201,Julieann,1,Girl,1981
1201,Julie-Ann,1,Girl,1981
1201,Julie-Lynn,1,Girl,1981
1201,Julija,1,Girl,1981
1201,Julinne,1,Girl,1981
1201,Julliette,1,Girl,1981
1201,Jun,1,Girl,1981
1201,Junelle,1,Girl,1981
1201,Jusreet,1,Girl,1981
1201,Justyna,1,Girl,1981
1201,Jyening,1,Girl,1981
1201,Jynnifer,1,Girl,1981
1201,Kadi,1,Girl,1981
1201,Kaele,1,Girl,1981
1201,Kaelen,1,Girl,1981
1201,Kaely,1,Girl,1981
1201,Kaelynne,1,Girl,1981
1201,Kai,1,Girl,1981
1201,Kaila,1,Girl,1981
1201,Kailey,1,Girl,1981
1201,Kaili,1,Girl,1981
1201,Kaily,1,Girl,1981
1201,Kaiulani,1,Girl,1981
1201,Kajsa,1,Girl,1981
1201,Kaleigh,1,Girl,1981
1201,Kalena,1,Girl,1981
1201,Kali,1,Girl,1981
1201,Kaliopi,1,Girl,1981
1201,Kalldod,1,Girl,1981
1201,Kalline,1,Girl,1981
1201,Kally,1,Girl,1981
1201,Kaman,1,Girl,1981
1201,Kamea,1,Girl,1981
1201,Kami,1,Girl,1981
1201,Kamille,1,Girl,1981
1201,Kandace,1,Girl,1981
1201,Kandise,1,Girl,1981
1201,Kaori,1,Girl,1981
1201,Karah,1,Girl,1981
1201,Kara-Lea,1,Girl,1981
1201,Kara-Lee,1,Girl,1981
1201,Kara-Leigh,1,Girl,1981
1201,Karalynn,1,Girl,1981
1201,Karema,1,Girl,1981
1201,Karena,1,Girl,1981
1201,Karen-Lee,1,Girl,1981
1201,Kari-An,1,Girl,1981
1201,Kari-Ann,1,Girl,1981
1201,Karianne,1,Girl,1981
1201,Kari-Lee,1,Girl,1981
1201,Karissa-Beryl,1,Girl,1981
1201,Karisse,1,Girl,1981
1201,Karla-Rae,1,Girl,1981
1201,Karleen,1,Girl,1981
1201,Karli,1,Girl,1981
1201,Karlie,1,Girl,1981
1201,Karlie-Anne,1,Girl,1981
1201,Karline,1,Girl,1981
1201,Karma,1,Girl,1981
1201,Karmin,1,Girl,1981
1201,Karolina,1,Girl,1981
1201,Karolyn,1,Girl,1981
1201,Karrie,1,Girl,1981
1201,Karrie-Anne,1,Girl,1981
1201,Karun,1,Girl,1981
1201,Kary,1,Girl,1981
1201,Kasandra,1,Girl,1981
1201,Kashee,1,Girl,1981
1201,Kassia,1,Girl,1981
1201,Katalin,1,Girl,1981
1201,Katharina,1,Girl,1981
1201,Katherin,1,Girl,1981
1201,Katheryn,1,Girl,1981
1201,Kathie,1,Girl,1981
1201,Kathrin,1,Girl,1981
1201,Kathyrn,1,Girl,1981
1201,Katina,1,Girl,1981
1201,Kavidha,1,Girl,1981
1201,Kavita,1,Girl,1981
1201,Kavitha,1,Girl,1981
1201,Kay,1,Girl,1981
1201,Kay-Amber,1,Girl,1981
1201,Kaycie,1,Girl,1981
1201,Kayelene,1,Girl,1981
1201,Kayleah,1,Girl,1981
1201,Kaylee,1,Girl,1981
1201,Kayleen,1,Girl,1981
1201,Kaylene,1,Girl,1981
1201,Kaylyn,1,Girl,1981
1201,Kealy,1,Girl,1981
1201,Keara,1,Girl,1981
1201,Keciah,1,Girl,1981
1201,Keegann,1,Girl,1981
1201,Keelie,1,Girl,1981
1201,Kelcy,1,Girl,1981
1201,Keliann,1,Girl,1981
1201,Kelina,1,Girl,1981
1201,Kelinda,1,Girl,1981
1201,Kelli-Ann,1,Girl,1981
1201,Kelli-Anne,1,Girl,1981
1201,Kelly-Leigh,1,Girl,1981
1201,Kelsa,1,Girl,1981
1201,Kelsy,1,Girl,1981
1201,Kelte,1,Girl,1981
1201,Kelty,1,Girl,1981
1201,Kentessa,1,Girl,1981
1201,Kenyetta-Natasha-Samantha,1,Girl,1981
1201,Kenzie,1,Girl,1981
1201,Kera,1,Girl,1981
1201,Keralea,1,Girl,1981
1201,Keriann,1,Girl,1981
1201,Keri-Ann,1,Girl,1981
1201,Kerianne,1,Girl,1981
1201,Kerie,1,Girl,1981
1201,Keri-Lyn,1,Girl,1981
1201,Ker-Lynn,1,Girl,1981
1201,Kerrian,1,Girl,1981
1201,Kerri-Lynn,1,Girl,1981
1201,Kerry-Lynn,1,Girl,1981
1201,Keysha,1,Girl,1981
1201,Keziah,1,Girl,1981
1201,Khadigy,1,Girl,1981
1201,Khanh,1,Girl,1981
1201,Khristin,1,Girl,1981
1201,Kiala,1,Girl,1981
1201,Kielene,1,Girl,1981
1201,Kiely,1,Girl,1981
1201,Kierla,1,Girl,1981
1201,Kiernan,1,Girl,1981
1201,Kiersten,1,Girl,1981
1201,Kili,1,Girl,1981
1201,Kimberli,1,Girl,1981
1201,Kimberly-Aaron,1,Girl,1981
1201,Kinlee,1,Girl,1981
1201,Kiran,1,Girl,1981
1201,Kirby,1,Girl,1981
1201,Kiri,1,Girl,1981
1201,Kirnjit,1,Girl,1981
1201,Kirsti,1,Girl,1981
1201,Kirstien,1,Girl,1981
1201,Kirstina,1,Girl,1981
1201,Kirstine,1,Girl,1981
1201,Kirstyn,1,Girl,1981
1201,Kish,1,Girl,1981
1201,Kisten,1,Girl,1981
1201,Kitreena,1,Girl,1981
1201,Kitrina,1,Girl,1981
1201,Kiza,1,Girl,1981
1201,Klacey,1,Girl,1981
1201,Klasha,1,Girl,1981
1201,Koby,1,Girl,1981
1201,Kodie,1,Girl,1981
1201,Kolynda,1,Girl,1981
1201,Konstantina,1,Girl,1981
1201,Kora-Lynne,1,Girl,1981
1201,Kori,1,Girl,1981
1201,Korin,1,Girl,1981
1201,Korinn,1,Girl,1981
1201,Korraine,1,Girl,1981
1201,Korri,1,Girl,1981
1201,Korrol,1,Girl,1981
1201,Kourtney,1,Girl,1981
1201,Kris,1,Girl,1981
1201,Krisinda,1,Girl,1981
1201,Krissy,1,Girl,1981
1201,Krista-Clara,1,Girl,1981
1201,Kristeen,1,Girl,1981
1201,Kristel,1,Girl,1981
1201,Kristelle,1,Girl,1981
1201,Kristian,1,Girl,1981
1201,Kristiana,1,Girl,1981
1201,Kristianne,1,Girl,1981
1201,Kristi-Anne,1,Girl,1981
1201,Kristie-Marie,1,Girl,1981
1201,Kristin-Rose,1,Girl,1981
1201,Kristylea,1,Girl,1981
1201,Kristy-Lee,1,Girl,1981
1201,Kristyna,1,Girl,1981
1201,Krysana,1,Girl,1981
1201,Kryshia,1,Girl,1981
1201,Krystalyn,1,Girl,1981
1201,Krystel,1,Girl,1981
1201,Krystelle,1,Girl,1981
1201,Krysten,1,Girl,1981
1201,Krysti,1,Girl,1981
1201,Krystil,1,Girl,1981
1201,Krystyna,1,Girl,1981
1201,Kulminder,1,Girl,1981
1201,Kumiko,1,Girl,1981
1201,Kwynne,1,Girl,1981
1201,Kyah,1,Girl,1981
1201,Kylee,1,Girl,1981
1201,Kylene,1,Girl,1981
1201,Kyley,1,Girl,1981
1201,Kyley-Jo,1,Girl,1981
1201,Kyli,1,Girl,1981
1201,Kymberlei-Jane,1,Girl,1981
1201,Kymberlie,1,Girl,1981
1201,Kyna,1,Girl,1981
1201,Kytrina,1,Girl,1981
1201,Lacea,1,Girl,1981
1201,Lacy,1,Girl,1981
1201,Laina,1,Girl,1981
1201,Lamia,1,Girl,1981
1201,Lamis,1,Girl,1981
1201,Lan,1,Girl,1981
1201,Landice,1,Girl,1981
1201,Lanelle,1,Girl,1981
1201,Laney,1,Girl,1981
1201,Lanko,1,Girl,1981
1201,Lannette,1,Girl,1981
1201,Lansea,1,Girl,1981
1201,Larae,1,Girl,1981
1201,Laramie,1,Girl,1981
1201,Larei,1,Girl,1981
1201,Larena,1,Girl,1981
1201,Larisa,1,Girl,1981
1201,Larysa,1,Girl,1981
1201,Laryssa,1,Girl,1981
1201,Latoya,1,Girl,1981
1201,Lattisha,1,Girl,1981
1201,Laura-Ann,1,Girl,1981
1201,Laura-Beth,1,Girl,1981
1201,Lauralee,1,Girl,1981
1201,Laura-Lee,1,Girl,1981
1201,Lauralynn,1,Girl,1981
1201,Lauree,1,Girl,1981
1201,Laureen,1,Girl,1981
1201,Laurelie,1,Girl,1981
1201,Laurene,1,Girl,1981
1201,Laurenne,1,Girl,1981
1201,Lauretta,1,Girl,1981
1201,Lauriann,1,Girl,1981
1201,Lauri-Anne,1,Girl,1981
1201,Laurie-Ann,1,Girl,1981
1201,Laurie-Lee,1,Girl,1981
1201,Lauriette,1,Girl,1981
1201,Laurisa,1,Girl,1981
1201,Laurissa,1,Girl,1981
1201,Laurisse,1,Girl,1981
1201,Lavanya,1,Girl,1981
1201,Lavinia,1,Girl,1981
1201,Lavon,1,Girl,1981
1201,Lavonne,1,Girl,1981
1201,Lawanda,1,Girl,1981
1201,Lawna,1,Girl,1981
1201,Layaly,1,Girl,1981
1201,Layna,1,Girl,1981
1201,Layne,1,Girl,1981
1201,Leahan,1,Girl,1981
1201,Leah-Marie,1,Girl,1981
1201,Leala,1,Girl,1981
1201,Leana,1,Girl,1981
1201,Leanora,1,Girl,1981
1201,Leasha,1,Girl,1981
1201,Leda,1,Girl,1981
1201,Leeanne,1,Girl,1981
1201,Leesha,1,Girl,1981
1201,Leia,1,Girl,1981
1201,Leiana,1,Girl,1981
1201,Leigh-Anne,1,Girl,1981
1201,Leih,1,Girl,1981
1201,Leila,1,Girl,1981
1201,Leisa,1,Girl,1981
1201,Leisia,1,Girl,1981
1201,Leita,1,Girl,1981
1201,Lenea,1,Girl,1981
1201,Lenora,1,Girl,1981
1201,Lenya,1,Girl,1981
1201,Leonna,1,Girl,1981
1201,Leora,1,Girl,1981
1201,Leslea,1,Girl,1981
1201,Leslee-Jo,1,Girl,1981
1201,Lesley-Anne,1,Girl,1981
1201,Lesley-Jane,1,Girl,1981
1201,Lesli,1,Girl,1981
1201,Leslie-Ann,1,Girl,1981
1201,Leslie-Anne,1,Girl,1981
1201,Leslie-Gene,1,Girl,1981
1201,Letishia,1,Girl,1981
1201,Leung,1,Girl,1981
1201,Leyan,1,Girl,1981
1201,Lezlie,1,Girl,1981
1201,Lhea,1,Girl,1981
1201,Lianna,1,Girl,1981
1201,Lies,1,Girl,1981
1201,Liese,1,Girl,1981
1201,Liesl,1,Girl,1981
1201,Liisa,1,Girl,1981
1201,Lili,1,Girl,1981
1201,Lilly,1,Girl,1981
1201,Lilyia,1,Girl,1981
1201,Linden,1,Girl,1981
1201,Lindey,1,Girl,1981
1201,Linette,1,Girl,1981
1201,Linfeng,1,Girl,1981
1201,Linnea,1,Girl,1981
1201,Linzi-Dawn,1,Girl,1981
1201,Lis,1,Girl,1981
1201,Lisa-Ann,1,Girl,1981
1201,Lisabeth,1,Girl,1981
1201,Lisa-Jane,1,Girl,1981
1201,Lisette,1,Girl,1981
1201,Lissa,1,Girl,1981
1201,Little,1,Girl,1981
1201,Liv,1,Girl,1981
1201,Lizette,1,Girl,1981
1201,Lloresa,1,Girl,1981
1201,Loa,1,Girl,1981
1201,Loralee,1,Girl,1981
1201,Lora-Leigh,1,Girl,1981
1201,Loralie,1,Girl,1981
1201,Lore,1,Girl,1981
1201,Loreen,1,Girl,1981
1201,Loreleilynn,1,Girl,1981
1201,Lorelie,1,Girl,1981
1201,Lorey,1,Girl,1981
1201,Lorian,1,Girl,1981
1201,Loriann,1,Girl,1981
1201,Lorielle,1,Girl,1981
1201,Lorien,1,Girl,1981
1201,Lori-Lynn,1,Girl,1981
1201,Lorinda,1,Girl,1981
1201,Lorlei,1,Girl,1981
1201,Lorlene,1,Girl,1981
1201,Lorrane,1,Girl,1981
1201,Lorry,1,Girl,1981
1201,Lotoiya,1,Girl,1981
1201,Lottie,1,Girl,1981
1201,Louella,1,Girl,1981
1201,Loural,1,Girl,1981
1201,Lovanda,1,Girl,1981
1201,Lovepreet,1,Girl,1981
1201,Lovleen,1,Girl,1981
1201,Lucie,1,Girl,1981
1201,Lucinda,1,Girl,1981
1201,Lukeya,1,Girl,1981
1201,Luticia,1,Girl,1981
1201,Lyanna,1,Girl,1981
1201,Lyanne,1,Girl,1981
1201,Lylia,1,Girl,1981
1201,Lyndal,1,Girl,1981
1201,Lyndee,1,Girl,1981
1201,Lyndie,1,Girl,1981
1201,Lyndy,1,Girl,1981
1201,Lyndzee,1,Girl,1981
1201,Lynell,1,Girl,1981
1201,Lynelle,1,Girl,1981
1201,Lynley,1,Girl,1981
1201,Lynnae,1,Girl,1981
1201,Lynnette,1,Girl,1981
1201,Lynsay,1,Girl,1981
1201,Lynsie,1,Girl,1981
1201,Mackenzie,1,Girl,1981
1201,Maddalena,1,Girl,1981
1201,Madonna,1,Girl,1981
1201,Mae,1,Girl,1981
1201,Maegen,1,Girl,1981
1201,Maeghan,1,Girl,1981
1201,Magarita,1,Girl,1981
1201,Magie,1,Girl,1981
1201,Maha,1,Girl,1981
1201,Mahalia,1,Girl,1981
1201,Mai,1,Girl,1981
1201,Maisie,1,Girl,1981
1201,Majella,1,Girl,1981
1201,Mala,1,Girl,1981
1201,Malena,1,Girl,1981
1201,Malika,1,Girl,1981
1201,Malissa,1,Girl,1981
1201,Malonie,1,Girl,1981
1201,Malony,1,Girl,1981
1201,Malora,1,Girl,1981
1201,Mampreet,1,Girl,1981
1201,Manal,1,Girl,1981
1201,Manar,1,Girl,1981
1201,Mancy,1,Girl,1981
1201,Mandi,1,Girl,1981
1201,Mandie,1,Girl,1981
1201,Mandi-Jo,1,Girl,1981
1201,Mandi-Lyn,1,Girl,1981
1201,Mandin,1,Girl,1981
1201,Mandip,1,Girl,1981
1201,Manique,1,Girl,1981
1201,Manjinder,1,Girl,1981
1201,Manjoyt,1,Girl,1981
1201,Manon,1,Girl,1981
1201,Manpreet,1,Girl,1981
1201,Marah,1,Girl,1981
1201,Marcee,1,Girl,1981
1201,Marcela,1,Girl,1981
1201,Marcelane,1,Girl,1981
1201,Marcelle,1,Girl,1981
1201,Marcey,1,Girl,1981
1201,Marcy-Anne-Marie,1,Girl,1981
1201,Marea,1,Girl,1981
1201,Marga,1,Girl,1981
1201,Margarita,1,Girl,1981
1201,Margeaux,1,Girl,1981
1201,Margot,1,Girl,1981
1201,Margret,1,Girl,1981
1201,Margreta,1,Girl,1981
1201,Margueritte,1,Girl,1981
1201,Mari,1,Girl,1981
1201,Mariah,1,Girl,1981
1201,Marianna,1,Girl,1981
1201,Marie-Christine,1,Girl,1981
1201,Marie-Claude,1,Girl,1981
1201,Marie-Danielle,1,Girl,1981
1201,Marie-Eve,1,Girl,1981
1201,Marie-Helene,1,Girl,1981
1201,Mariel,1,Girl,1981
1201,Marie-Lise,1,Girl,1981
1201,Marielle,1,Girl,1981
1201,Marie-Micheline,1,Girl,1981
1201,Marilao,1,Girl,1981
1201,Marilia,1,Girl,1981
1201,Marilou,1,Girl,1981
1201,Marion,1,Girl,1981
1201,Marjie,1,Girl,1981
1201,Marjolaine,1,Girl,1981
1201,Marjyote,1,Girl,1981
1201,Marki,1,Girl,1981
1201,Marlaine,1,Girl,1981
1201,Marlainna,1,Girl,1981
1201,Marlan,1,Girl,1981
1201,Marlee,1,Girl,1981
1201,Marley,1,Girl,1981
1201,Marlo,1,Girl,1981
1201,Marlyne,1,Girl,1981
1201,Marlys,1,Girl,1981
1201,Marlyssa,1,Girl,1981
1201,Marriann,1,Girl,1981
1201,Marti,1,Girl,1981
1201,Martina-Olivera,1,Girl,1981
1201,Martine,1,Girl,1981
1201,Marwa,1,Girl,1981
1201,Maryann,1,Girl,1981
1201,Maryanna,1,Girl,1981
1201,Mary-Anne,1,Girl,1981
1201,Maryellen,1,Girl,1981
1201,Mary-Ellen,1,Girl,1981
1201,Maryjane,1,Girl,1981
1201,Mary-Jo,1,Girl,1981
1201,Marylou,1,Girl,1981
1201,Mary-Lou,1,Girl,1981
1201,Mary-Lynn,1,Girl,1981
1201,Maryse,1,Girl,1981
1201,Masoma,1,Girl,1981
1201,Maunly,1,Girl,1981
1201,Maurgan,1,Girl,1981
1201,Mauri,1,Girl,1981
1201,Maurie,1,Girl,1981
1201,Mavreen,1,Girl,1981
1201,May,1,Girl,1981
1201,Mayah,1,Girl,1981
1201,Maysaa,1,Girl,1981
1201,Mckenzie,1,Girl,1981
1201,Mckinnis,1,Girl,1981
1201,Meaghen,1,Girl,1981
1201,Mechelle,1,Girl,1981
1201,Meenal,1,Girl,1981
1201,Meera,1,Girl,1981
1201,Meetal,1,Girl,1981
1201,Megan-May,1,Girl,1981
1201,Mehreen,1,Girl,1981
1201,Mei,1,Girl,1981
1201,Meike,1,Girl,1981
1201,Mekale,1,Girl,1981
1201,Melaina,1,Girl,1981
1201,Melanee,1,Girl,1981
1201,Melani,1,Girl,1981
1201,Melannie,1,Girl,1981
1201,Melany,1,Girl,1981
1201,Melda,1,Girl,1981
1201,Meleena,1,Girl,1981
1201,Melike-Aycan,1,Girl,1981
1201,Melissa-Anne,1,Girl,1981
1201,Melissa-Marie,1,Girl,1981
1201,Melissia,1,Girl,1981
1201,Melitta-Rae,1,Girl,1981
1201,Mellanie,1,Girl,1981
1201,Melony,1,Girl,1981
1201,Melory,1,Girl,1981
1201,Melpomeni,1,Girl,1981
1201,Melrose,1,Girl,1981
1201,Melvyn,1,Girl,1981
1201,Melynda,1,Girl,1981
1201,Meranda,1,Girl,1981
1201,Mereesa,1,Girl,1981
1201,Merevet,1,Girl,1981
1201,Merida,1,Girl,1981
1201,Merilynne,1,Girl,1981
1201,Merina,1,Girl,1981
1201,Merrick,1,Girl,1981
1201,Merrin,1,Girl,1981
1201,Micah,1,Girl,1981
1201,Michael-Lynn,1,Girl,1981
1201,Michal,1,Girl,1981
1201,Micheline,1,Girl,1981
1201,Michelle-Dawn,1,Girl,1981
1201,Michelline,1,Girl,1981
1201,Mickie,1,Girl,1981
1201,Mieke,1,Girl,1981
1201,Miia,1,Girl,1981
1201,Mikaela,1,Girl,1981
1201,Milan,1,Girl,1981
1201,Milinda,1,Girl,1981
1201,Milissa,1,Girl,1981
1201,Millie,1,Girl,1981
1201,Min,1,Girl,1981
1201,Mindylee,1,Girl,1981
1201,Minnie,1,Girl,1981
1201,Minou,1,Girl,1981
1201,Mirella,1,Girl,1981
1201,Mirian,1,Girl,1981
1201,Mirjana,1,Girl,1981
1201,Miryam,1,Girl,1981
1201,Missie,1,Girl,1981
1201,Mistee-Dawne,1,Girl,1981
1201,Mi-Yae,1,Girl,1981
1201,Moana,1,Girl,1981
1201,Mocha,1,Girl,1981
1201,Moira,1,Girl,1981
1201,Molly-Ann,1,Girl,1981
1201,Momoe,1,Girl,1981
1201,Moneet,1,Girl,1981
1201,Monike,1,Girl,1981
1201,Monita,1,Girl,1981
1201,Morganna,1,Girl,1981
1201,Morghan,1,Girl,1981
1201,Morla,1,Girl,1981
1201,Morna,1,Girl,1981
1201,Morwenna,1,Girl,1981
1201,Mouna,1,Girl,1981
1201,Moyra,1,Girl,1981
1201,Muriel,1,Girl,1981
1201,Muslena,1,Girl,1981
1201,Muy,1,Girl,1981
1201,Mya,1,Girl,1981
1201,Mylagh,1,Girl,1981
1201,Mylissa,1,Girl,1981
1201,Myriah,1,Girl,1981
1201,Myrrian,1,Girl,1981
1201,Naadira,1,Girl,1981
1201,Nabeehah,1,Girl,1981
1201,Nadanise,1,Girl,1981
1201,Nadene,1,Girl,1981
1201,Nadija,1,Girl,1981
1201,Nadine-Jaimee,1,Girl,1981
1201,Nadinne,1,Girl,1981
1201,Nafeesa,1,Girl,1981
1201,Naheda,1,Girl,1981
1201,Nahid,1,Girl,1981
1201,Naima-Maria,1,Girl,1981
1201,Najah,1,Girl,1981
1201,Najla,1,Girl,1981
1201,Nalini,1,Girl,1981
1201,Nam,1,Girl,1981
1201,Naphtali,1,Girl,1981
1201,Narah,1,Girl,1981
1201,Nataja,1,Girl,1981
1201,Nataly,1,Girl,1981
1201,Natanya,1,Girl,1981
1201,Natasha-Lee,1,Girl,1981
1201,Nathania,1,Girl,1981
1201,Natillie,1,Girl,1981
1201,Naveen,1,Girl,1981
1201,Navjeet,1,Girl,1981
